Year,Student Name,School,Class,Subject,Prelim Result,PSLE Result
2023,Lee Hui Min 809,CHIJ St Nicholas Girls’ School,P6-1,Foundation Chinese Language,93/100,97/100
2023,Hafiz Bin Rahman 653,Nanyang Primary School,P6-1,Foundation Malay Language,70/100,71/100
2022,Muhd Irfan 439,Tao Nan School,P6-1,Foundation Malay Language,64/100,69/100
2023,Goh Jun Wei 703,Princess Elizabeth Primary School,P6-1,Higher Chinese Language,77/100,79/100
2023,Deepa D/O Muthu 347,Nan Hua Primary School,P6-3,Foundation Tamil Language,72/100,67/100
2024,Ainul Zafira 469,Nan Hua Primary School,P6-2,Higher Malay Language,80/100,79/100
2024,Lee Hui Min 406,Temasek Primary School,P6-1,Chinese Language,57/100,54/100
2022,Sivakumar Raj 308,St Joseph’s Institution Junior,P6-3,Foundation Tamil Language,87/100,91/100
2023,Ng Zi Xuan 920,Princess Elizabeth Primary School,P6-2,Foundation Chinese Language,73/100,70/100
2023,Tan Wei Ling 588,Maris Stella Primary School,P6-1,Chinese Language,50/100,48/100
2022,Ong Shu Fen 179,Anglo-Chinese School (Primary),P6-1,Higher Chinese Language,72/100,75/100
2024,Suresh S/O Raj 707,CHIJ St Nicholas Girls’ School,P6-3,Higher Tamil Language,88/100,89/100
2022,Ng Zi Xuan 816,Pei Chun Public School,P6-3,Foundation Chinese Language,79/100,77/100
2024,Deepa D/O Muthu 881,Red Swastika School,P6-2,Tamil Language,55/100,52/100
2024,Goh Jun Wei 624,Maris Stella Primary School,P6-3,Foundation Chinese Language,84/100,80/100
2024,Tan Wei Ling 895,Nan Hua Primary School,P6-3,Chinese Language,60/100,64/100
2023,Siti Aminah 245,CHIJ St Nicholas Girls’ School,P6-1,Higher Malay Language,70/100,65/100
2024,Hafiz Bin Rahman 803,Pei Chun Public School,P6-1,Higher Malay Language,78/100,83/100
2024,Goh Jun Wei 894,St Joseph’s Institution Junior,P6-3,Chinese Language,89/100,89/100
2022,Suresh S/O Raj 400,Yumin Primary School,P6-2,Tamil Language,53/100,49/100
2022,Chen Qi En 145,Nanyang Primary School,P6-2,Chinese Language,53/100,53/100
2024,Lee Hui Min 788,Nanyang Primary School,P6-3,Chinese Language,55/100,54/100
2024,Hafiz Bin Rahman 958,Maris Stella Primary School,P6-2,Foundation Malay Language,75/100,74/100
2022,Anand S/O Murugan 767,Yumin Primary School,P6-2,Foundation Tamil Language,61/100,63/100
2023,Meena D/O Ravi 752,CHIJ St Nicholas Girls’ School,P6-2,Foundation Tamil Language,56/100,57/100
2024,Nurul Huda 781,Red Swastika School,P6-3,Higher Malay Language,80/100,82/100
2022,Priya D/O Kumar 429,Nan Hua Primary School,P6-3,Higher Tamil Language,60/100,58/100
2023,Nurul Huda 756,Maris Stella Primary School,P6-2,Malay Language,57/100,59/100
2024,Siti Aminah 527,Gongshang Primary School,P6-1,Malay Language,50/100,52/100
2024,Lakshmi D/O Kumar 303,Red Swastika School,P6-3,Higher Tamil Language,62/100,64/100
2022,Tan Wei Ling 682,Pei Chun Public School,P6-2,Chinese Language,88/100,93/100
2022,Vignesh S/O Rajan 507,Pei Chun Public School,P6-3,Higher Tamil Language,68/100,64/100
2024,Mohammad Firdaus 983,Maris Stella Primary School,P6-3,Higher Malay Language,84/100,79/100
2023,Aqil Zulkarnain 934,Pei Chun Public School,P6-2,Foundation Malay Language,57/100,53/100
2022,Goh Jun Wei 866,Temasek Primary School,P6-2,Foundation Chinese Language,68/100,64/100
2023,Priya D/O Kumar 435,St Joseph’s Institution Junior,P6-2,Higher Tamil Language,75/100,80/100
2023,Lim Jia Hao 346,Pei Hwa Presbyterian Primary School,P6-3,Foundation Chinese Language,58/100,55/100
2023,Chua Kai Wen 589,Nan Hua Primary School,P6-2,Higher Chinese Language,53/100,58/100
2023,Arunasarawasthy 507,St Joseph’s Institution Junior,P6-1,Higher Tamil Language,51/100,56/100
2023,Lee Hui Min 794,Tao Nan School,P6-1,Foundation Chinese Language,68/100,73/100
2022,Goh Jun Wei 474,Catholic High School (Primary),P6-1,Higher Chinese Language,69/100,68/100
2022,Arunasarawasthy 965,Nan Hua Primary School,P6-3,Foundation Tamil Language,66/100,68/100
2023,Teo Wen Jie 446,Pei Chun Public School,P6-3,Foundation Chinese Language,70/100,72/100
2022,Ainul Zafira 937,Tao Nan School,P6-3,Higher Malay Language,81/100,85/100
2022,Wong Yu Ting 535,Rosyth School,P6-2,Chinese Language,77/100,82/100
2024,Nur Aisyah 918,Pei Chun Public School,P6-1,Malay Language,88/100,83/100
2022,Siti Aminah 221,Ai Tong School,P6-2,Malay Language,71/100,73/100
2022,Lakshmi D/O Kumar 154,Catholic High School (Primary),P6-1,Higher Tamil Language,63/100,66/100
2022,Arunasarawasthy 111,Catholic High School (Primary),P6-1,Tamil Language,93/100,93/100
2023,Ng Zi Xuan 833,Catholic High School (Primary),P6-3,Higher Chinese Language,53/100,51/100
2022,Tan Wei Ling 574,Anglo-Chinese School (Primary),P6-3,Foundation Chinese Language,60/100,65/100
2023,Karthik S/O Ramesh 340,Maris Stella Primary School,P6-2,Tamil Language,95/100,96/100
2022,Ng Zi Xuan 728,Nanyang Primary School,P6-3,Foundation Chinese Language,53/100,58/100
2023,Nurul Huda 303,Henry Park Primary School,P6-3,Malay Language,78/100,75/100
2024,Nur Aisyah 880,Nanyang Primary School,P6-3,Higher Malay Language,52/100,55/100
2022,Ainul Zafira 708,Nanyang Primary School,P6-2,Higher Malay Language,51/100,48/100
2024,Lee Hui Min 970,West Grove Primary School,P6-1,Foundation Chinese Language,83/100,83/100
2023,Mohammad Firdaus 602,Anglo-Chinese School (Primary),P6-3,Malay Language,62/100,63/100
2024,Arunasarawasthy 879,Temasek Primary School,P6-3,Tamil Language,90/100,87/100
2024,Vignesh S/O Rajan 574,Ai Tong School,P6-1,Foundation Tamil Language,73/100,73/100
2024,Hafiz Bin Rahman 515,Henry Park Primary School,P6-1,Higher Malay Language,56/100,55/100
2023,Suresh S/O Raj 454,Nanyang Primary School,P6-2,Tamil Language,71/100,70/100
2023,Nur Aisyah 135,Nanyang Primary School,P6-3,Higher Malay Language,81/100,86/100
2023,Deepa D/O Muthu 673,St Joseph’s Institution Junior,P6-1,Foundation Tamil Language,74/100,71/100
2023,Ainul Zafira 951,Rosyth School,P6-1,Higher Malay Language,80/100,79/100
2024,Ong Shu Fen 967,Pei Chun Public School,P6-2,Chinese Language,67/100,70/100
2022,Ng Zi Xuan 887,Catholic High School (Primary),P6-3,Chinese Language,52/100,55/100
2022,Teo Wen Jie 855,Raffles Girls' Primary School,P6-3,Higher Chinese Language,58/100,60/100
2022,Vignesh S/O Rajan 806,Nanyang Primary School,P6-3,Tamil Language,71/100,76/100
2023,Ong Shu Fen 284,Rosyth School,P6-1,Chinese Language,69/100,68/100
2023,Goh Jun Wei 703,Temasek Primary School,P6-1,Chinese Language,79/100,83/100
2022,Goh Jun Wei 141,Rosyth School,P6-1,Foundation Chinese Language,78/100,79/100
2024,Nurul Huda 370,Princess Elizabeth Primary School,P6-2,Malay Language,65/100,62/100
2023,Hafiz Bin Rahman 501,Raffles Girls' Primary School,P6-1,Foundation Malay Language,79/100,78/100
2023,Ong Shu Fen 803,Temasek Primary School,P6-3,Foundation Chinese Language,69/100,67/100
2024,Wong Yu Ting 607,Nanyang Primary School,P6-1,Higher Chinese Language,77/100,72/100
2023,Goh Jun Wei 720,Anglo-Chinese School (Primary),P6-1,Foundation Chinese Language,63/100,67/100
2024,Vignesh S/O Rajan 479,Catholic High School (Primary),P6-3,Higher Tamil Language,63/100,60/100
2023,Wong Yu Ting 287,Princess Elizabeth Primary School,P6-1,Higher Chinese Language,91/100,86/100
2024,Mohammad Firdaus 650,St Joseph’s Institution Junior,P6-2,Foundation Malay Language,56/100,58/100
2024,Nurul Huda 748,Red Swastika School,P6-3,Higher Malay Language,57/100,52/100
2022,Meena D/O Ravi 583,Gongshang Primary School,P6-3,Foundation Tamil Language,55/100,52/100
2024,Anand S/O Murugan 892,Gongshang Primary School,P6-3,Foundation Tamil Language,65/100,64/100
2022,Imran Bin Azmi 286,Gongshang Primary School,P6-1,Foundation Malay Language,74/100,77/100
2024,Lakshmi D/O Kumar 698,Pei Hwa Presbyterian Primary School,P6-3,Foundation Tamil Language,67/100,65/100
2022,Nur Aisyah 168,Red Swastika School,P6-1,Foundation Malay Language,75/100,72/100
2022,Priya D/O Kumar 692,Catholic High School (Primary),P6-2,Higher Tamil Language,72/100,71/100
2022,Ainul Zafira 915,Nanyang Primary School,P6-2,Malay Language,85/100,85/100
2022,Lee Hui Min 972,Nan Hua Primary School,P6-3,Chinese Language,60/100,65/100
2022,Aqil Zulkarnain 113,Rosyth School,P6-2,Malay Language,74/100,70/100
2023,Nurul Huda 958,Red Swastika School,P6-1,Higher Malay Language,54/100,59/100
2024,Sivakumar Raj 890,Red Swastika School,P6-3,Higher Tamil Language,52/100,52/100
2024,Lakshmi D/O Kumar 527,Red Swastika School,P6-3,Higher Tamil Language,69/100,69/100
2022,Ng Zi Xuan 579,Tao Nan School,P6-2,Higher Chinese Language,63/100,64/100
2022,Arunasarawasthy 733,Yumin Primary School,P6-1,Higher Tamil Language,69/100,70/100
2023,Tan Wei Ling 894,Rosyth School,P6-3,Chinese Language,93/100,90/100
2024,Teo Wen Jie 525,Yumin Primary School,P6-2,Chinese Language,81/100,85/100
2023,Nur Aisyah 757,Princess Elizabeth Primary School,P6-2,Foundation Malay Language,66/100,68/100
2022,Wong Yu Ting 796,Ai Tong School,P6-2,Chinese Language,50/100,46/100
2024,Vignesh S/O Rajan 977,Gongshang Primary School,P6-1,Tamil Language,65/100,63/100
2024,Chua Kai Wen 411,Pei Chun Public School,P6-1,Foundation Chinese Language,78/100,76/100
2022,Chen Qi En 882,Pei Chun Public School,P6-3,Foundation Chinese Language,81/100,81/100
2024,Chua Kai Wen 337,Gongshang Primary School,P6-3,Chinese Language,81/100,78/100
2023,Mohammad Firdaus 649,Raffles Girls' Primary School,P6-2,Higher Malay Language,55/100,57/100
2024,Nurul Huda 288,Henry Park Primary School,P6-3,Foundation Malay Language,72/100,77/100
2023,Chua Kai Wen 241,Anglo-Chinese School (Primary),P6-1,Higher Chinese Language,68/100,67/100
2024,Tan Wei Ling 562,Rosyth School,P6-1,Higher Chinese Language,77/100,81/100
2023,Mohammad Firdaus 718,St Joseph’s Institution Junior,P6-3,Malay Language,70/100,65/100
2022,Chua Kai Wen 758,Tao Nan School,P6-2,Higher Chinese Language,87/100,89/100
2024,Deepa D/O Muthu 394,Nanyang Primary School,P6-1,Tamil Language,76/100,81/100
2024,Wong Yu Ting 285,Catholic High School (Primary),P6-2,Foundation Chinese Language,79/100,82/100
2023,Lim Jia Hao 106,St Joseph’s Institution Junior,P6-1,Higher Chinese Language,73/100,72/100
2023,Priya D/O Kumar 387,Tao Nan School,P6-3,Higher Tamil Language,87/100,91/100
2022,Priya D/O Kumar 152,Nanyang Primary School,P6-3,Tamil Language,92/100,91/100
2023,Suresh S/O Raj 553,St Joseph’s Institution Junior,P6-3,Higher Tamil Language,73/100,77/100
2022,Priya D/O Kumar 634,CHIJ St Nicholas Girls’ School,P6-3,Foundation Tamil Language,66/100,65/100
2023,Sivakumar Raj 414,Nanyang Primary School,P6-1,Higher Tamil Language,59/100,63/100
2022,Imran Bin Azmi 256,Princess Elizabeth Primary School,P6-1,Higher Malay Language,79/100,76/100
2023,Tan Wei Ling 490,West Grove Primary School,P6-2,Higher Chinese Language,61/100,57/100
2024,Deepa D/O Muthu 739,Temasek Primary School,P6-3,Tamil Language,64/100,60/100
2024,Mohammad Firdaus 418,Pei Hwa Presbyterian Primary School,P6-1,Higher Malay Language,84/100,87/100
2022,Meena D/O Ravi 474,Henry Park Primary School,P6-3,Foundation Tamil Language,76/100,78/100
2022,Ong Shu Fen 126,Ai Tong School,P6-2,Foundation Chinese Language,64/100,61/100
2023,Wong Yu Ting 145,CHIJ St Nicholas Girls’ School,P6-3,Foundation Chinese Language,68/100,67/100
2023,Priya D/O Kumar 256,Red Swastika School,P6-2,Higher Tamil Language,72/100,67/100
2024,Ng Zi Xuan 552,Princess Elizabeth Primary School,P6-3,Chinese Language,94/100,94/100
2023,Nur Aisyah 662,Temasek Primary School,P6-3,Higher Malay Language,94/100,95/100
2024,Imran Bin Azmi 555,Princess Elizabeth Primary School,P6-1,Higher Malay Language,74/100,72/100
2022,Ahmad Hakim 626,Temasek Primary School,P6-1,Foundation Malay Language,87/100,85/100
2022,Karthik S/O Ramesh 734,Yumin Primary School,P6-1,Tamil Language,89/100,84/100
2022,Siti Aminah 798,Temasek Primary School,P6-2,Malay Language,51/100,47/100
2022,Priya D/O Kumar 118,Catholic High School (Primary),P6-1,Higher Tamil Language,50/100,50/100
2022,Vignesh S/O Rajan 476,Yumin Primary School,P6-2,Tamil Language,76/100,80/100
2023,Goh Jun Wei 917,Anglo-Chinese School (Primary),P6-2,Higher Chinese Language,52/100,56/100
2023,Ong Shu Fen 420,Temasek Primary School,P6-2,Chinese Language,57/100,61/100
2024,Lim Jia Hao 180,Pei Chun Public School,P6-1,Foundation Chinese Language,85/100,80/100
2023,Muhd Irfan 821,Anglo-Chinese School (Primary),P6-1,Malay Language,78/100,73/100
2022,Goh Jun Wei 765,Tao Nan School,P6-1,Higher Chinese Language,83/100,81/100
2024,Suresh S/O Raj 122,CHIJ St Nicholas Girls’ School,P6-3,Tamil Language,83/100,80/100
2022,Ainul Zafira 992,Nanyang Primary School,P6-2,Malay Language,63/100,60/100
2022,Tan Wei Ling 488,Henry Park Primary School,P6-1,Chinese Language,85/100,87/100
2024,Karthik S/O Ramesh 262,Nanyang Primary School,P6-3,Foundation Tamil Language,85/100,87/100
2024,Ng Zi Xuan 556,Princess Elizabeth Primary School,P6-2,Foundation Chinese Language,67/100,69/100
2023,Hafiz Bin Rahman 620,CHIJ St Nicholas Girls’ School,P6-2,Higher Malay Language,81/100,85/100
2024,Ainul Zafira 319,Yumin Primary School,P6-2,Malay Language,71/100,74/100
2023,Vignesh S/O Rajan 982,Temasek Primary School,P6-3,Foundation Tamil Language,66/100,66/100
2022,Ahmad Hakim 234,Ai Tong School,P6-1,Higher Malay Language,77/100,81/100
2022,Mohammad Firdaus 293,Pei Hwa Presbyterian Primary School,P6-1,Malay Language,85/100,90/100
2023,Teo Wen Jie 776,Gongshang Primary School,P6-1,Higher Chinese Language,57/100,61/100
2022,Imran Bin Azmi 552,Temasek Primary School,P6-1,Foundation Malay Language,71/100,74/100
2024,Siti Aminah 455,Ai Tong School,P6-3,Foundation Malay Language,84/100,80/100
2023,Priya D/O Kumar 461,Tao Nan School,P6-3,Foundation Tamil Language,83/100,80/100
2023,Chua Kai Wen 450,Yumin Primary School,P6-2,Foundation Chinese Language,86/100,88/100
2023,Nurul Huda 781,Ai Tong School,P6-3,Malay Language,64/100,65/100
2022,Wong Yu Ting 126,Henry Park Primary School,P6-2,Chinese Language,86/100,88/100
2023,Priya D/O Kumar 261,Gongshang Primary School,P6-2,Foundation Tamil Language,76/100,74/100
2022,Priya D/O Kumar 474,Gongshang Primary School,P6-1,Tamil Language,73/100,73/100
2024,Siti Aminah 135,Princess Elizabeth Primary School,P6-2,Higher Malay Language,58/100,58/100
2023,Muhd Irfan 209,Raffles Girls' Primary School,P6-3,Higher Malay Language,57/100,54/100
2024,Karthik S/O Ramesh 584,Ai Tong School,P6-3,Tamil Language,54/100,52/100
2024,Hafiz Bin Rahman 175,CHIJ St Nicholas Girls’ School,P6-2,Malay Language,89/100,85/100
2024,Ng Zi Xuan 166,Red Swastika School,P6-2,Higher Chinese Language,73/100,73/100
2022,Goh Jun Wei 728,Raffles Girls' Primary School,P6-3,Chinese Language,69/100,68/100
2022,Deepa D/O Muthu 743,Tao Nan School,P6-3,Higher Tamil Language,67/100,68/100
2023,Meena D/O Ravi 986,Pei Chun Public School,P6-1,Foundation Tamil Language,77/100,74/100
2023,Ong Shu Fen 999,Nan Hua Primary School,P6-1,Higher Chinese Language,85/100,86/100
2024,Lakshmi D/O Kumar 216,Nanyang Primary School,P6-2,Foundation Tamil Language,61/100,64/100
2022,Arunasarawasthy 790,St Joseph’s Institution Junior,P6-2,Higher Tamil Language,85/100,88/100
2023,Lim Jia Hao 263,Tao Nan School,P6-1,Foundation Chinese Language,87/100,84/100
2022,Goh Jun Wei 343,Henry Park Primary School,P6-3,Chinese Language,83/100,80/100
2024,Suresh S/O Raj 854,Princess Elizabeth Primary School,P6-2,Foundation Tamil Language,80/100,78/100
2024,Nurul Huda 302,Catholic High School (Primary),P6-3,Malay Language,87/100,92/100
2023,Ng Zi Xuan 801,Henry Park Primary School,P6-1,Foundation Chinese Language,62/100,66/100
2023,Muhd Irfan 770,St Joseph’s Institution Junior,P6-2,Foundation Malay Language,64/100,69/100
2024,Mohammad Firdaus 864,Catholic High School (Primary),P6-3,Malay Language,87/100,91/100
2022,Teo Wen Jie 534,Princess Elizabeth Primary School,P6-3,Chinese Language,73/100,73/100
2024,Hafiz Bin Rahman 694,Nan Hua Primary School,P6-1,Foundation Malay Language,82/100,83/100
2023,Goh Jun Wei 923,Anglo-Chinese School (Primary),P6-2,Higher Chinese Language,78/100,77/100
2024,Nurul Huda 787,Pei Hwa Presbyterian Primary School,P6-1,Malay Language,61/100,57/100
2024,Ng Zi Xuan 718,West Grove Primary School,P6-1,Foundation Chinese Language,77/100,72/100
2022,Vignesh S/O Rajan 531,Temasek Primary School,P6-1,Tamil Language,58/100,58/100
2022,Sivakumar Raj 137,Princess Elizabeth Primary School,P6-3,Foundation Tamil Language,62/100,61/100
2022,Vignesh S/O Rajan 651,Yumin Primary School,P6-3,Higher Tamil Language,80/100,83/100
2023,Hafiz Bin Rahman 664,Tao Nan School,P6-2,Foundation Malay Language,61/100,64/100
2022,Muhd Irfan 137,Pei Chun Public School,P6-3,Foundation Malay Language,75/100,80/100
2022,Priya D/O Kumar 479,Nanyang Primary School,P6-3,Tamil Language,71/100,69/100
2023,Sivakumar Raj 311,Henry Park Primary School,P6-2,Higher Tamil Language,70/100,70/100
2023,Nur Aisyah 142,Red Swastika School,P6-1,Higher Malay Language,52/100,55/100
2022,Lakshmi D/O Kumar 647,Raffles Girls' Primary School,P6-2,Tamil Language,60/100,56/100
2024,Tan Wei Ling 181,Rosyth School,P6-1,Higher Chinese Language,83/100,84/100
2023,Wong Yu Ting 138,Rosyth School,P6-1,Higher Chinese Language,95/100,97/100
2022,Anand S/O Murugan 340,Nan Hua Primary School,P6-1,Foundation Tamil Language,59/100,64/100
2023,Sivakumar Raj 285,Pei Hwa Presbyterian Primary School,P6-3,Foundation Tamil Language,71/100,70/100
2023,Aqil Zulkarnain 471,Temasek Primary School,P6-1,Malay Language,88/100,93/100
2024,Chen Qi En 418,CHIJ St Nicholas Girls’ School,P6-2,Chinese Language,87/100,83/100
2023,Lim Jia Hao 531,Catholic High School (Primary),P6-1,Foundation Chinese Language,64/100,63/100
2023,Priya D/O Kumar 266,Anglo-Chinese School (Primary),P6-3,Tamil Language,58/100,57/100
2023,Anand S/O Murugan 458,CHIJ St Nicholas Girls’ School,P6-1,Foundation Tamil Language,53/100,50/100
2024,Arunasarawasthy 986,St Joseph’s Institution Junior,P6-1,Tamil Language,79/100,79/100
2024,Chua Kai Wen 821,St Joseph’s Institution Junior,P6-1,Higher Chinese Language,59/100,55/100
2023,Karthik S/O Ramesh 285,Ai Tong School,P6-1,Foundation Tamil Language,85/100,83/100
2022,Chen Qi En 235,Pei Hwa Presbyterian Primary School,P6-3,Higher Chinese Language,52/100,57/100
2022,Siti Aminah 690,Nanyang Primary School,P6-1,Foundation Malay Language,80/100,82/100
2022,Aqil Zulkarnain 942,Gongshang Primary School,P6-2,Foundation Malay Language,91/100,88/100
2024,Ng Zi Xuan 476,Pei Hwa Presbyterian Primary School,P6-1,Chinese Language,57/100,61/100
2023,Deepa D/O Muthu 277,CHIJ St Nicholas Girls’ School,P6-3,Foundation Tamil Language,57/100,60/100
2024,Ahmad Hakim 703,Nan Hua Primary School,P6-1,Foundation Malay Language,92/100,93/100
2022,Chua Kai Wen 289,Catholic High School (Primary),P6-2,Chinese Language,64/100,63/100
2023,Vignesh S/O Rajan 286,West Grove Primary School,P6-2,Higher Tamil Language,95/100,97/100
2023,Aqil Zulkarnain 666,Anglo-Chinese School (Primary),P6-1,Higher Malay Language,55/100,52/100
2023,Goh Jun Wei 929,Pei Chun Public School,P6-2,Higher Chinese Language,84/100,85/100
2022,Deepa D/O Muthu 410,West Grove Primary School,P6-2,Higher Tamil Language,61/100,58/100
2024,Deepa D/O Muthu 577,Nanyang Primary School,P6-2,Higher Tamil Language,64/100,68/100
2024,Hafiz Bin Rahman 108,Nan Hua Primary School,P6-3,Foundation Malay Language,86/100,88/100
2024,Aqil Zulkarnain 572,Raffles Girls' Primary School,P6-2,Foundation Malay Language,95/100,97/100
2024,Mohammad Firdaus 573,Pei Hwa Presbyterian Primary School,P6-1,Foundation Malay Language,89/100,88/100
