School,Student_ID,Name,Class,Gender,Date,Status,Reason,Absent
Springfield Secondary School,S3584,Daniel Ong,Sec5-4,F,2023-03-22,Present,,0
Yishun Town Secondary School,S3585,Adele Lim,Sec3-3,M,2024-11-29,Present,,0
Zhonghua Secondary School,S3586,Bella Tan,Sec4-1,F,2025-01-11,Absent,Sick,1
Dunman High School,S3587,Gabriel Chua,Sec3-4,F,2025-05-27,Present,,0
Yishun Town Secondary School,S3588,Marcus Teo,Sec2-2,F,2025-04-10,Present,,0
St. Patrick's School,S3589,Isabelle Ho,Sec1-3,F,2024-11-28,Present,,0
Jurong Secondary School,S3590,Hannah Ong,Sec4-3,M,2023-02-12,Present,,0
Presbyterian High School,S3591,Isaac Koh,Sec1-2,M,2023-01-27,Present,,0
Bukit Merah Secondary School,S3592,Adele Lim,Sec1-2,M,2023-10-29,Present,,0
Dunman High School,S3593,Grace Lim,Sec2-3,M,2022-08-18,Absent,Medical Leave,1
Jurong Secondary School,S3594,Benjamin Lee,Sec3-1,M,2022-03-01,Absent,Truancy,1
Anglican High School,S3595,Bella Tan,Sec1-4,M,2024-07-11,Present,,0
Dunman High School,S3596,Jayden Ho,Sec4-3,M,2023-01-01,Absent,Medical Leave,1
Singapore Chinese Girls' School,S3597,Gabriel Chua,Sec5-4,M,2023-11-15,Present,,0
CHIJ Katong Convent,S3598,Marcus Teo,Sec2-2,M,2024-02-11,Present,,0
Kent Ridge Secondary School,S3599,Jasmine Tan,Sec3-3,M,2023-11-12,Present,,0
Clementi Town Secondary School,S3600,Jasmine Tan,Sec1-2,F,2025-01-23,Present,,0
Compassvale Secondary School,S3601,Aaron Tan,Sec1-3,M,2025-02-21,Absent,Sick,1
Holy Innocents' High School,S3602,Ella Chua,Sec2-3,M,2024-05-16,Present,,0
Holy Innocents' High School,S3603,Adele Lim,Sec1-4,M,2023-11-22,Absent,MC,1
Anglican High School,S3604,Faith Goh,Sec4-2,M,2022-03-16,Present,,0
Holy Innocents' High School,S3605,Aaron Tan,Sec1-2,M,2025-01-09,Present,,0
Hougang Secondary School,S3606,Aaron Tan,Sec1-3,M,2024-10-25,Present,,0
Cedar Girls' Secondary School,S3607,Ella Chua,Sec3-4,F,2024-05-19,Absent,Family Matter,1
CHIJ Katong Convent,S3608,Charlotte Ng,Sec5-4,F,2023-09-04,Present,,0
St. Andrew's Secondary School,S3609,Daniel Ong,Sec1-1,F,2024-05-23,Present,,0
Singapore Chinese Girls' School,S3610,Daphne Lee,Sec2-2,F,2023-11-13,Absent,Truancy,1
Nan Chiau High School,S3611,Faith Goh,Sec5-3,M,2022-06-08,Present,,0
Presbyterian High School,S3612,Lucas Tan,Sec5-2,M,2022-04-17,Present,,0
Kent Ridge Secondary School,S3613,Isaac Koh,Sec1-2,F,2022-09-06,Absent,Medical Leave,1
St. Andrew's Secondary School,S3614,Caleb Lim,Sec4-3,M,2022-05-27,Absent,Family Matter,1
Gan Eng Seng School,S3615,Daniel Ong,Sec5-3,F,2024-10-25,Present,,0
Presbyterian High School,S3616,Isaac Koh,Sec1-3,F,2024-02-10,Absent,Truancy,1
Presbyterian High School,S3617,Marcus Teo,Sec2-2,F,2024-08-19,Present,,0
Gan Eng Seng School,S3618,Gabriel Chua,Sec3-4,F,2023-05-10,Present,,0
St. Andrew's Secondary School,S3619,Faith Goh,Sec4-3,F,2022-07-13,Present,,0
Zhonghua Secondary School,S3620,Grace Lim,Sec3-2,F,2023-05-27,Present,,0
Holy Innocents' High School,S3621,Jayden Ho,Sec5-3,F,2023-11-24,Absent,Truancy,1
Gan Eng Seng School,S3622,Caleb Lim,Sec5-1,F,2023-04-15,Absent,Truancy,1
Regent Secondary School,S3623,Isaac Koh,Sec1-3,M,2022-05-12,Present,,0
Maris Stella High School,S3624,Ethan Ng,Sec4-1,M,2022-07-18,Present,,0
CHIJ Katong Convent,S3625,Hannah Ong,Sec2-3,M,2025-08-03,Present,,0
Kent Ridge Secondary School,S3626,Grace Lim,Sec5-1,F,2022-06-16,Present,,0
Cedar Girls' Secondary School,S3627,Jasmine Tan,Sec3-2,M,2022-03-02,Present,,0
Clementi Town Secondary School,S3628,Ella Chua,Sec4-1,M,2022-03-21,Present,,0
Peicai Secondary School,S3629,Charlotte Ng,Sec5-1,F,2022-05-25,Present,,0
Presbyterian High School,S3630,Lucas Tan,Sec3-4,M,2025-05-01,Absent,Truancy,1
Springfield Secondary School,S3631,Gabriel Chua,Sec4-4,F,2024-01-12,Absent,Unknown,1
Holy Innocents' High School,S3632,Charlotte Ng,Sec5-3,F,2022-07-10,Present,,0
Regent Secondary School,S3633,Daphne Lee,Sec3-4,M,2022-03-24,Absent,Unknown,1
St. Patrick's School,S3634,Daniel Ong,Sec5-4,M,2025-01-16,Present,,0
Clementi Town Secondary School,S3635,Daphne Lee,Sec1-3,M,2024-09-09,Present,,0
Zhonghua Secondary School,S3636,Caleb Lim,Sec4-4,F,2022-09-02,Present,,0
Kent Ridge Secondary School,S3637,Aaron Tan,Sec3-3,M,2024-02-17,Absent,Unknown,1
Compassvale Secondary School,S3638,Daniel Ong,Sec5-2,M,2022-09-08,Late,,0
Bedok Green Secondary School,S3639,Lucas Tan,Sec3-3,F,2024-06-19,Present,,0
Yishun Town Secondary School,S3640,Bella Tan,Sec2-3,F,2024-03-21,Absent,Truancy,1
Clementi Town Secondary School,S3641,Ella Chua,Sec1-3,F,2022-06-24,Absent,Truancy,1
Kent Ridge Secondary School,S3642,Ella Chua,Sec4-1,M,2022-10-14,Present,,0
Clementi Town Secondary School,S3643,Charlotte Ng,Sec4-2,M,2025-06-07,Present,,0
Singapore Chinese Girls' School,S3644,Isabelle Ho,Sec1-4,F,2023-09-26,Present,,0
Zhonghua Secondary School,S3645,Hannah Ong,Sec1-4,M,2024-07-03,Present,,0
Kent Ridge Secondary School,S3646,Charlotte Ng,Sec5-3,M,2022-02-19,Absent,Truancy,1
Zhonghua Secondary School,S3647,Ethan Ng,Sec5-2,M,2023-04-22,Present,,0
Holy Innocents' High School,S3648,Hannah Ong,Sec2-2,M,2025-03-31,Present,,0
Anderson Secondary School,S3649,Daphne Lee,Sec2-1,M,2024-10-24,Absent,Truancy,1
Peicai Secondary School,S3650,Adele Lim,Sec1-1,M,2023-03-28,Present,,0
Presbyterian High School,S3651,Hannah Ong,Sec4-2,M,2023-02-20,Present,,0
Temasek Secondary School,S3652,Caleb Lim,Sec5-2,F,2024-11-02,Late,,0
Cedar Girls' Secondary School,S3653,Daniel Ong,Sec3-1,M,2025-08-03,Late,,0
Presbyterian High School,S3654,Jasmine Tan,Sec3-4,F,2024-11-04,Present,,0
Victoria School,S3655,Faith Goh,Sec5-1,F,2025-06-24,Present,,0
Fairfield Methodist Secondary School,S3656,Hannah Ong,Sec5-1,F,2023-02-08,Present,,0
Holy Innocents' High School,S3657,Jasmine Tan,Sec5-3,M,2023-08-11,Present,,0
Fairfield Methodist Secondary School,S3658,Faith Goh,Sec5-3,M,2023-01-09,Present,,0
Nan Chiau High School,S3659,Benjamin Lee,Sec2-2,F,2024-10-27,Present,,0
Maris Stella High School,S3660,Grace Lim,Sec3-3,F,2025-07-06,Present,,0
Clementi Town Secondary School,S3661,Benjamin Lee,Sec5-4,M,2023-12-16,Present,,0
Bedok Green Secondary School,S3662,Gabriel Chua,Sec1-3,M,2022-06-25,Present,,0
Cedar Girls' Secondary School,S3663,Jasmine Tan,Sec3-1,F,2022-11-20,Absent,Family Matter,1
Springfield Secondary School,S3664,Jayden Ho,Sec1-2,F,2025-01-20,Absent,Truancy,1
Dunman High School,S3665,Marcus Teo,Sec2-3,F,2022-06-02,Present,,0
Gan Eng Seng School,S3666,Caleb Lim,Sec5-3,F,2023-03-17,Present,,0
Anglican High School,S3667,Isabelle Ho,Sec1-3,M,2024-03-06,Late,,0
Jurong Secondary School,S3668,Benjamin Lee,Sec2-4,M,2024-02-17,Present,,0
Clementi Town Secondary School,S3669,Marcus Teo,Sec1-2,M,2022-09-29,Absent,Unknown,1
Gan Eng Seng School,S3670,Adele Lim,Sec5-3,M,2025-08-14,Present,,0
Victoria School,S3671,Jayden Ho,Sec1-4,M,2024-11-27,Present,,0
Jurong Secondary School,S3672,Benjamin Lee,Sec5-4,F,2025-05-04,Absent,Truancy,1
Bedok Green Secondary School,S3673,Gabriel Chua,Sec2-2,M,2024-04-02,Present,,0
Anglican High School,S3674,Ethan Ng,Sec5-3,M,2025-01-11,Present,,0
Peicai Secondary School,S3675,Isaac Koh,Sec4-3,M,2025-09-03,Present,,0
Kent Ridge Secondary School,S3676,Ethan Ng,Sec2-3,M,2025-02-15,Present,,0
Bedok Green Secondary School,S3677,Charlotte Ng,Sec2-4,F,2025-05-22,Present,,0
Yishun Town Secondary School,S3678,Lucas Tan,Sec5-4,M,2025-10-28,Present,,0
Holy Innocents' High School,S3679,Ella Chua,Sec5-2,F,2024-12-03,Present,,0
Hougang Secondary School,S3680,Charlotte Ng,Sec4-1,F,2025-10-16,Present,,0
Springfield Secondary School,S3681,Charlotte Ng,Sec4-1,M,2023-05-26,Absent,Medical Leave,1
Dunman High School,S3682,Ella Chua,Sec4-3,F,2024-07-07,Absent,Truancy,1
Holy Innocents' High School,S3683,Isaac Koh,Sec1-4,F,2023-07-19,Present,,0
Bukit Merah Secondary School,S3684,Charlotte Ng,Sec2-4,F,2022-11-15,Absent,Truancy,1
Peicai Secondary School,S3685,Benjamin Lee,Sec2-2,M,2025-08-12,Present,,0
Gan Eng Seng School,S3686,Benjamin Lee,Sec2-2,F,2024-12-01,Absent,Truancy,1
Compassvale Secondary School,S3687,Daphne Lee,Sec5-2,M,2025-06-06,Absent,Truancy,1
Maris Stella High School,S3688,Ethan Ng,Sec1-4,F,2024-02-19,Present,,0
Nan Chiau High School,S3689,Isabelle Ho,Sec3-4,F,2025-04-08,Present,,0
Cedar Girls' Secondary School,S3690,Benjamin Lee,Sec1-4,F,2022-11-03,Present,,0
Zhonghua Secondary School,S3691,Daniel Ong,Sec2-2,M,2024-08-12,Present,,0
Fairfield Methodist Secondary School,S3692,Jayden Ho,Sec5-2,M,2022-03-20,Present,,0
Springfield Secondary School,S3693,Lucas Tan,Sec1-4,M,2022-11-02,Present,,0
Gan Eng Seng School,S3694,Bella Tan,Sec1-1,M,2022-11-12,Present,,0
Hougang Secondary School,S3695,Adele Lim,Sec2-2,F,2025-10-01,Present,,0
Bedok Green Secondary School,S3696,Isabelle Ho,Sec3-4,M,2022-02-13,Late,,0
CHIJ Katong Convent,S3697,Ella Chua,Sec5-3,M,2024-06-10,Absent,Other,1
Compassvale Secondary School,S3698,Ethan Ng,Sec3-2,F,2023-05-14,Present,,0
Clementi Town Secondary School,S3699,Benjamin Lee,Sec4-1,F,2024-06-08,Absent,Truancy,1
Zhonghua Secondary School,S3700,Isaac Koh,Sec3-3,F,2022-01-19,Absent,Truancy,1
Clementi Town Secondary School,S3701,Isabelle Ho,Sec5-1,M,2024-05-23,Present,,0
Yishun Town Secondary School,S3702,Jasmine Tan,Sec5-1,M,2022-09-05,Absent,Truancy,1
Yishun Town Secondary School,S3703,Grace Lim,Sec1-3,M,2025-08-11,Absent,Truancy,1
Anderson Secondary School,S3704,Aaron Tan,Sec1-3,F,2023-04-15,Absent,Unknown,1
Jurong Secondary School,S3705,Adele Lim,Sec5-3,F,2024-04-18,Present,,0
Nan Chiau High School,S3706,Faith Goh,Sec4-4,F,2025-08-07,Absent,Truancy,1
Bedok Green Secondary School,S3707,Daphne Lee,Sec5-4,F,2024-02-12,Present,,0
Anglican High School,S3708,Isaac Koh,Sec1-2,F,2022-12-29,Late,,0
Hougang Secondary School,S3709,Grace Lim,Sec2-2,M,2023-04-06,Absent,MC,1
Bedok Green Secondary School,S3710,Daphne Lee,Sec4-3,M,2024-04-29,Late,,0
St. Patrick's School,S3711,Caleb Lim,Sec2-1,F,2025-01-18,Present,,0
Anglican High School,S3712,Daphne Lee,Sec2-3,F,2022-09-27,Absent,Medical Leave,1
Zhonghua Secondary School,S3713,Grace Lim,Sec4-1,M,2024-09-19,Present,,0
Fairfield Methodist Secondary School,S3714,Jayden Ho,Sec1-3,M,2023-03-24,Present,,0
Fairfield Methodist Secondary School,S3715,Hannah Ong,Sec2-1,M,2024-09-27,Present,,0
Jurong Secondary School,S3716,Adele Lim,Sec1-1,F,2022-11-29,Present,,0
Gan Eng Seng School,S3717,Jasmine Tan,Sec4-2,F,2025-08-07,Present,,0
Temasek Secondary School,S3718,Adele Lim,Sec4-3,F,2024-05-18,Present,,0
Cedar Girls' Secondary School,S3719,Jayden Ho,Sec2-1,F,2024-05-18,Present,,0
Yishun Town Secondary School,S3720,Daniel Ong,Sec5-4,F,2023-10-12,Absent,MC,1
Hougang Secondary School,S3721,Daphne Lee,Sec3-1,F,2022-04-03,Present,,0
Anderson Secondary School,S3722,Charlotte Ng,Sec4-2,F,2025-08-04,Present,,0
Springfield Secondary School,S3723,Faith Goh,Sec3-2,M,2025-04-26,Present,,0
Kent Ridge Secondary School,S3724,Hannah Ong,Sec3-3,F,2024-11-25,Present,,0
Gan Eng Seng School,S3725,Isaac Koh,Sec4-3,M,2024-03-23,Present,,0
Springfield Secondary School,S3726,Charlotte Ng,Sec3-1,M,2024-07-08,Present,,0
Anglican High School,S3727,Jayden Ho,Sec1-1,M,2025-02-08,Absent,Unknown,1
Temasek Secondary School,S3728,Gabriel Chua,Sec1-3,M,2022-11-12,Absent,Unknown,1
Singapore Chinese Girls' School,S3729,Grace Lim,Sec1-2,M,2025-01-02,Present,,0
Anglican High School,S3730,Isabelle Ho,Sec4-1,F,2023-01-05,Present,,0
Maris Stella High School,S3731,Hannah Ong,Sec3-1,M,2025-10-03,Present,,0
Bedok Green Secondary School,S3732,Marcus Teo,Sec2-3,F,2025-10-30,Present,,0
Hougang Secondary School,S3733,Marcus Teo,Sec5-3,F,2025-06-26,Absent,Truancy,1
Compassvale Secondary School,S3734,Ethan Ng,Sec2-1,M,2022-06-14,Present,,0
Dunman High School,S3735,Benjamin Lee,Sec5-4,F,2022-04-09,Absent,Sick,1
Singapore Chinese Girls' School,S3736,Jayden Ho,Sec2-4,M,2024-10-25,Absent,Truancy,1
Jurong Secondary School,S3737,Lucas Tan,Sec1-4,M,2025-07-13,Absent,MC,1
St. Patrick's School,S3738,Aaron Tan,Sec2-4,F,2024-05-11,Late,,0
Nan Chiau High School,S3739,Isabelle Ho,Sec1-4,F,2024-10-02,Present,,0
CHIJ Katong Convent,S3740,Grace Lim,Sec1-2,F,2023-10-26,Present,,0
Nan Chiau High School,S3741,John Smith,Sec4-2,M,2022-08-20,Absent,Sick,1
Kent Ridge Secondary School,S3742,Gabriel Chua,Sec5-1,M,2022-06-22,Present,,0
St. Andrew's Secondary School,S3743,Faith Goh,Sec1-4,F,2022-10-12,Present,,0
CHIJ Katong Convent,S3744,Aaron Tan,Sec5-3,F,2022-04-24,Present,,0
Victoria School,S3745,Grace Lim,Sec5-3,F,2024-03-12,Present,,0
Maris Stella High School,S3746,Marcus Teo,Sec1-3,M,2025-05-30,Present,,0
Clementi Town Secondary School,S3747,Gabriel Chua,Sec5-2,M,2024-10-18,Present,,0
Temasek Secondary School,S3748,Charlotte Ng,Sec1-1,M,2022-03-05,Absent,Truancy,1
Dunman High School,S3749,Ella Chua,Sec1-4,M,2023-07-24,Present,,0
Compassvale Secondary School,S3750,Faith Goh,Sec1-2,F,2024-01-20,Absent,Medical Leave,1
Anderson Secondary School,S3751,Jayden Ho,Sec3-4,M,2024-09-09,Present,,0
CHIJ Katong Convent,S3752,Daniel Ong,Sec1-4,M,2024-02-25,Late,,0
Kent Ridge Secondary School,S3753,Daniel Ong,Sec4-1,M,2023-10-29,Present,,0
CHIJ Katong Convent,S3754,Caleb Lim,Sec3-2,F,2024-10-21,Present,,0
Cedar Girls' Secondary School,S3755,Grace Lim,Sec5-1,F,2025-01-03,Present,,0
Cedar Girls' Secondary School,S3756,Benjamin Lee,Sec1-4,F,2024-06-08,Present,,0
Hougang Secondary School,S3757,Daniel Ong,Sec1-2,M,2022-08-25,Present,,0
Victoria School,S3758,Isabelle Ho,Sec4-3,F,2023-04-14,Present,,0
Zhonghua Secondary School,S3759,Jayden Ho,Sec5-3,M,2022-11-20,Present,,0
Zhonghua Secondary School,S3760,Caleb Lim,Sec4-1,M,2023-02-11,Present,,0
St. Andrew's Secondary School,S3761,Faith Goh,Sec3-1,F,2024-11-20,Present,,0
Clementi Town Secondary School,S3762,Daniel Ong,Sec4-2,F,2023-07-02,Absent,Truancy,1
Springfield Secondary School,S3763,Daniel Ong,Sec3-1,F,2022-06-18,Present,,0
Springfield Secondary School,S3764,Ethan Ng,Sec4-2,M,2024-09-13,Present,,0
Anderson Secondary School,S3765,Bella Tan,Sec1-2,M,2023-03-08,Present,,0
Cedar Girls' Secondary School,S3766,Gabriel Chua,Sec1-3,F,2025-09-16,Present,,0
Jurong Secondary School,S3767,Bella Tan,Sec4-1,F,2025-11-01,Present,,0
Clementi Town Secondary School,S3768,Charlotte Ng,Sec1-4,F,2024-06-25,Present,,0
Holy Innocents' High School,S3769,Bella Tan,Sec3-3,F,2023-05-26,Absent,Other,1
Temasek Secondary School,S3770,Charlotte Ng,Sec1-3,M,2023-03-26,Absent,Sick,1
Jurong Secondary School,S3771,Bella Tan,Sec2-1,F,2022-11-13,Present,,0
Peicai Secondary School,S3772,Hannah Ong,Sec1-1,M,2023-07-26,Present,,0
Anderson Secondary School,S3773,Daniel Ong,Sec3-3,F,2025-08-16,Present,,0
Bukit Merah Secondary School,S3774,Faith Goh,Sec1-4,F,2024-02-08,Present,,0
Jurong Secondary School,S3775,Charlotte Ng,Sec2-4,F,2023-02-09,Absent,Truancy,1
Hougang Secondary School,S3776,Aaron Tan,Sec3-1,F,2025-06-23,Present,,0
St. Patrick's School,S3777,Lucas Tan,Sec2-2,F,2024-11-01,Absent,Truancy,1
Peicai Secondary School,S3778,Gabriel Chua,Sec1-2,M,2024-09-25,Present,,0
Holy Innocents' High School,S3779,Ella Chua,Sec4-4,F,2023-07-20,Present,,0
Springfield Secondary School,S3780,Aaron Tan,Sec4-1,M,2024-11-28,Present,,0
St. Patrick's School,S3781,Faith Goh,Sec3-2,F,2024-05-14,Absent,Truancy,1
Holy Innocents' High School,S3782,Lucas Tan,Sec1-3,F,2024-01-19,Present,,0
Jurong Secondary School,S3783,Benjamin Lee,Sec1-3,M,2024-11-10,Present,,0
Singapore Chinese Girls' School,S3784,Grace Lim,Sec1-1,F,2024-09-23,Present,,0
Yishun Town Secondary School,S3785,Aaron Tan,Sec2-4,F,2022-11-21,Present,,0
CHIJ Katong Convent,S3786,Hannah Ong,Sec5-1,F,2025-06-19,Present,,0
Bukit Merah Secondary School,S3787,Hannah Ong,Sec2-4,M,2024-10-14,Present,,0
Kent Ridge Secondary School,S3788,Isabelle Ho,Sec1-3,F,2023-07-26,Present,,0
Cedar Girls' Secondary School,S3789,Gabriel Chua,Sec5-4,F,2023-07-11,Absent,Other,1
Fairfield Methodist Secondary School,S3790,Ethan Ng,Sec2-1,M,2025-04-01,Present,,0
Temasek Secondary School,S3791,Marcus Teo,Sec1-1,F,2024-05-18,Present,,0
Compassvale Secondary School,S3792,Caleb Lim,Sec4-4,F,2022-01-31,Present,,0
Springfield Secondary School,S3793,Jasmine Tan,Sec3-2,M,2023-11-07,Late,,0
St. Andrew's Secondary School,S3794,Daniel Ong,Sec1-2,F,2023-02-06,Present,,0
Presbyterian High School,S3795,Isabelle Ho,Sec2-2,M,2023-02-10,Present,,0
Jurong Secondary School,S3796,Charlotte Ng,Sec3-1,M,2025-04-29,Present,,0
Kent Ridge Secondary School,S3797,Hannah Ong,Sec3-3,M,2022-03-18,Present,,0
Peicai Secondary School,S3798,Charlotte Ng,Sec3-4,F,2022-12-21,Present,,0
Anderson Secondary School,S3799,Isabelle Ho,Sec2-2,F,2024-03-17,Present,,0
Holy Innocents' High School,S3800,Benjamin Lee,Sec2-2,M,2025-01-17,Present,,0
Maris Stella High School,S3801,Faith Goh,Sec4-3,F,2023-10-20,Present,,0
Regent Secondary School,S3802,Bella Tan,Sec4-3,F,2025-07-17,Present,,0
Holy Innocents' High School,S3803,Benjamin Lee,Sec5-3,F,2023-07-19,Absent,Truancy,1
Fairfield Methodist Secondary School,S3804,Jasmine Tan,Sec5-1,F,2023-06-03,Absent,Other,1
Peicai Secondary School,S3805,Faith Goh,Sec1-4,M,2025-10-03,Present,,0
Bedok Green Secondary School,S3806,Charlotte Ng,Sec1-2,M,2025-07-04,Present,,0
Bukit Merah Secondary School,S3807,Daphne Lee,Sec1-2,M,2024-10-22,Present,,0
Fairfield Methodist Secondary School,S3808,Bella Tan,Sec2-2,F,2024-11-09,Absent,Medical Leave,1
Presbyterian High School,S3809,Marcus Teo,Sec2-2,M,2025-04-06,Present,,0
Gan Eng Seng School,S3810,Grace Lim,Sec3-3,M,2024-01-03,Present,,0
Gan Eng Seng School,S3811,Gabriel Chua,Sec3-3,F,2025-05-12,Present,,0
Maris Stella High School,S3812,Ethan Ng,Sec5-3,M,2022-02-17,Present,,0
Peicai Secondary School,S3813,Daphne Lee,Sec3-1,F,2024-11-12,Present,,0
Zhonghua Secondary School,S3814,Bella Tan,Sec4-2,M,2025-10-01,Absent,Truancy,1
Singapore Chinese Girls' School,S3815,Daphne Lee,Sec5-1,F,2022-12-10,Present,,0
Bukit Merah Secondary School,S3816,Bella Tan,Sec2-2,M,2025-04-08,Absent,Truancy,1
Nan Chiau High School,S3817,Daphne Lee,Sec1-2,M,2025-03-13,Late,,0
Gan Eng Seng School,S3818,Faith Goh,Sec4-1,F,2024-12-15,Present,,0
Anderson Secondary School,S3819,Ethan Ng,Sec4-4,M,2023-05-30,Absent,Truancy,1
Regent Secondary School,S3820,Benjamin Lee,Sec1-3,M,2025-08-28,Present,,0
Victoria School,S3821,Aaron Tan,Sec2-3,M,2024-10-28,Present,,0
Victoria School,S3822,Jayden Ho,Sec1-3,F,2025-03-30,Present,,0
Jurong Secondary School,S3823,Daniel Ong,Sec4-4,M,2022-01-01,Present,,0
Temasek Secondary School,S3824,Ethan Ng,Sec4-4,F,2025-06-10,Absent,Truancy,1
Springfield Secondary School,S3825,Ella Chua,Sec4-2,F,2024-11-26,Present,,0
Nan Chiau High School,S3826,Jasmine Tan,Sec2-3,M,2023-05-04,Present,,0
Dunman High School,S3827,Charlotte Ng,Sec3-2,M,2023-04-15,Absent,Other,1
Gan Eng Seng School,S3828,Daniel Ong,Sec2-4,M,2024-08-08,Present,,0
Springfield Secondary School,S3829,Ella Chua,Sec1-4,M,2024-09-13,Present,,0
Anderson Secondary School,S3830,Jayden Ho,Sec4-2,M,2024-07-23,Present,,0
Clementi Town Secondary School,S3831,Marcus Teo,Sec4-2,F,2023-10-17,Present,,0
St. Patrick's School,S3832,Daphne Lee,Sec5-2,F,2024-11-20,Present,,0
Bukit Merah Secondary School,S3833,Benjamin Lee,Sec4-3,F,2022-03-29,Present,,0
St. Patrick's School,S3834,Aaron Tan,Sec5-4,F,2024-09-03,Present,,0
Maris Stella High School,S3835,Jayden Ho,Sec3-4,F,2025-02-18,Absent,Unknown,1
CHIJ Katong Convent,S3836,Marcus Teo,Sec4-2,M,2022-06-21,Absent,MC,1
Compassvale Secondary School,S3837,Daniel Ong,Sec4-1,M,2022-08-12,Present,,0
Regent Secondary School,S3838,Aaron Tan,Sec5-2,M,2022-08-29,Absent,Unknown,1
Bukit Merah Secondary School,S3839,Gabriel Chua,Sec5-3,F,2022-07-25,Present,,0
Cedar Girls' Secondary School,S3840,Aaron Tan,Sec3-1,M,2024-09-03,Present,,0
Springfield Secondary School,S3841,Jayden Ho,Sec2-4,M,2022-04-20,Absent,Family Matter,1
Cedar Girls' Secondary School,S3842,Faith Goh,Sec4-2,M,2022-07-05,Present,,0
Singapore Chinese Girls' School,S3843,Isaac Koh,Sec2-4,M,2025-03-04,Present,,0
Gan Eng Seng School,S3844,Gabriel Chua,Sec4-1,F,2024-01-05,Absent,Medical Leave,1
Cedar Girls' Secondary School,S3845,Gabriel Chua,Sec1-2,M,2025-10-30,Absent,Truancy,1
CHIJ Katong Convent,S3846,Bella Tan,Sec3-3,M,2023-11-24,Present,,0
Zhonghua Secondary School,S3847,Jayden Ho,Sec2-2,M,2022-09-16,Present,,0
Singapore Chinese Girls' School,S3848,Gabriel Chua,Sec3-1,F,2022-02-05,Present,,0
Presbyterian High School,S3849,Daniel Ong,Sec1-1,F,2022-08-25,Present,,0
Gan Eng Seng School,S3850,Bella Tan,Sec3-1,M,2023-02-24,Present,,0
St. Patrick's School,S3851,Ethan Ng,Sec5-4,F,2022-01-09,Present,,0
Jurong Secondary School,S3852,Ethan Ng,Sec4-2,F,2023-05-06,Present,,0
Maris Stella High School,S3853,Daphne Lee,Sec2-3,M,2025-09-19,Present,,0
Holy Innocents' High School,S3854,Adele Lim,Sec1-2,M,2024-09-05,Present,,0
Bukit Merah Secondary School,S3855,Hannah Ong,Sec5-3,M,2025-05-08,Late,,0
Bukit Merah Secondary School,S3856,Charlotte Ng,Sec3-4,F,2024-04-16,Present,,0
Springfield Secondary School,S3857,Marcus Teo,Sec5-1,M,2025-06-06,Present,,0
Zhonghua Secondary School,S3858,Hannah Ong,Sec1-1,M,2024-06-19,Present,,0
Fairfield Methodist Secondary School,S3859,Isabelle Ho,Sec3-3,M,2025-08-22,Absent,Unknown,1
CHIJ Katong Convent,S3860,Ella Chua,Sec2-1,F,2025-05-04,Present,,0
Anderson Secondary School,S3861,Jasmine Tan,Sec1-4,M,2022-06-08,Present,,0
St. Patrick's School,S3862,Marcus Teo,Sec4-1,F,2022-10-27,Present,,0
Bedok Green Secondary School,S3863,Adele Lim,Sec2-2,F,2025-04-05,Present,,0
Dunman High School,S3864,Daphne Lee,Sec4-4,F,2022-05-30,Present,,0
Anglican High School,S3865,Caleb Lim,Sec5-1,F,2022-02-16,Present,,0
Anglican High School,S3866,Daniel Ong,Sec5-2,F,2025-08-09,Present,,0
St. Andrew's Secondary School,S3867,Caleb Lim,Sec1-1,M,2023-07-11,Absent,MC,1
Yishun Town Secondary School,S3868,Jayden Ho,Sec3-4,F,2022-08-12,Present,,0
Cedar Girls' Secondary School,S3869,Daniel Ong,Sec1-3,F,2024-08-16,Absent,Truancy,1
Zhonghua Secondary School,S3870,Jasmine Tan,Sec3-3,F,2022-12-22,Present,,0
Singapore Chinese Girls' School,S3871,Daniel Ong,Sec5-2,F,2022-09-24,Absent,Truancy,1
Zhonghua Secondary School,S3872,Ethan Ng,Sec1-4,M,2024-05-10,Present,,0
Cedar Girls' Secondary School,S3873,Benjamin Lee,Sec4-4,M,2024-10-17,Present,,0
Zhonghua Secondary School,S3874,Caleb Lim,Sec3-2,M,2024-01-15,Present,,0
St. Andrew's Secondary School,S3875,Isaac Koh,Sec3-1,F,2024-04-01,Absent,Other,1
Dunman High School,S3876,Isabelle Ho,Sec1-2,M,2023-01-26,Absent,Truancy,1
Dunman High School,S3877,Ella Chua,Sec1-4,M,2025-05-31,Present,,0
Bedok Green Secondary School,S3878,Benjamin Lee,Sec5-1,M,2025-05-15,Present,,0
Dunman High School,S3879,Ella Chua,Sec1-3,F,2024-08-01,Absent,Medical Leave,1
